City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
195,aljezur,37.3191,-8.8033,13.91,81,0,3.39,PT,1681607019
196,nioro,13.35,-15.75,27.15,54,0,3.9,GM,1681607020
197,prescott,34.54,-112.4685,21.48,15,0,2.24,US,1681606914
198,tiarei,-17.5333,-149.3333,27.78,78,16,8.79,PF,1681607021
199,muzhi,65.3667,64.6667,-13.94,80,22,5.43,RU,1681607021
200,iskateley,67.6803,53.1512,-3.23,96,100,3.84,RU,1681607022
201,kashira,54.8444,38.1669,1.73,53,100,3.23,RU,1681607022
202,oranjemund,-28.55,16.4333,19.91,32,0,2.79,NA,1681606780
203,wamba,8.9333,8.6,25.56,71,100,1.8,NG,1681607023
204,alyangula,-13.8483,136.4192,28.6,74,100,3.47,AU,1681607024
205,paamiut,61.994,-49.6678,0.31,73,14,3.82,GL,1681607024
206,airai,-8.9266,125.4092,21.35,70,89,0.36,TL,1681607025
207,george town,5.4112,100.3354,29.96,94,20,1.54,MY,1681606334
208,la seyne-sur-mer,43.0982,5.8847,12.01,61,0,7.0,FR,1681607025
209,puerto escondido,15.85,-97.0667,27.11,55,69,1.83,MX,1681606832
210,atuona,-9.8,-139.0333,27.4,75,9,6.51,PF,1681607026
211,saint pete beach,27.7253,-82.7412,26.73,83,20,5.14,US,1681606846
212,kusa,55.3383,59.4406,-6.35,64,8,0.64,RU,1681607027
213,tasiilaq,65.6145,-37.6368,3.09,78,100,3.43,GL,1681607028
214,hualmay,-11.0964,-77.6139,24.32,82,100,3.71,PE,1681607028
215,ancud,-41.8697,-73.8203,8.75,86,0,1.87,CL,1681607029
216,katsuura,35.1333,140.3,20.01,73,100,11.86,JP,1681607029
217,portree,57.4129,-6.1942,8.07,87,100,6.25,GB,1681607029
218,surt,31.2089,16.5887,14.52,66,1,4.98,LY,1681606861
219,cam ranh,11.9214,109.1591,27.98,89,75,1.03,VN,1681607030
220,beloha,-25.1667,45.05,21.6,62,98,2.96,MG,1681607031
221,half moon bay,37.4636,-122.4286,18.1,67,40,10.29,US,1681606806
222,sioux lookout,50.1001,-91.917,-3.96,93,100,4.12,CA,1681606828
223,silver city,32.7701,-108.2803,20.98,16,0,3.58,US,1681607032
224,yabrud,33.9674,36.6574,10.86,42,21,1.01,SY,1681607032
225,arifwala,30.294,73.0735,26.35,15,100,3.18,PK,1681606809
226,payakumbuh,-0.2202,100.6308,22.78,92,100,1.02,ID,1681607033
227,port elizabeth,-33.918,25.5701,13.51,87,0,2.06,ZA,1681607033
228,chabahar,25.2919,60.643,25.37,73,45,7.03,IR,1681607034
229,wenceslau braz,-23.8739,-49.8028,16.65,93,48,2.95,BR,1681607034
230,san patricio,28.017,-97.5169,29.19,70,0,2.2,US,1681607034
231,narsaq,60.9167,-46.05,8.12,64,100,4.08,GL,1681607035
232,toamasina,-18.1667,49.3833,23.0,94,20,1.54,MG,1681607035
233,sitka,57.0531,-135.33,6.94,70,75,5.14,US,1681607036
234,tekkali,18.6167,84.2333,28.56,71,69,2.1,IN,1681607036
235,alice springs,-23.7,133.8833,14.75,67,0,8.23,AU,1681606954
236,hun,29.1268,15.9477,16.08,46,0,3.39,LY,1681607037
237,morros,-9.4467,-46.3003,24.51,68,67,0.72,BR,1681607037
238,udachnyy,66.4167,112.4,-3.64,62,96,9.21,RU,1681606968
239,puerto ayora,-0.7393,-90.3518,25.86,100,100,0.89,EC,1681607038
240,puerto carreno,6.189,-67.4859,30.03,58,100,1.74,CO,1681607038
241,saint-leu,-21.15,55.2833,23.86,92,8,3.1,RE,1681607039
242,coihaique,-45.5752,-72.0662,6.97,70,0,1.03,CL,1681607040
243,huarmey,-10.0681,-78.1522,25.7,79,100,3.02,PE,1681607040
244,hambantota,6.1241,81.1185,23.19,100,20,0.51,LK,1681607040
245,eydhafushi,5.1033,73.0708,28.09,73,68,0.67,MV,1681607041
246,lancaster,40.2504,-76.2499,18.39,88,20,2.06,US,1681607042
247,sosnovoborsk,56.1325,93.3589,-7.62,77,74,1.94,RU,1681607043
248,harper,4.375,-7.7169,27.05,84,100,0.92,LR,1681607043
249,vila velha,-20.3297,-40.2925,24.41,93,100,3.13,BR,1681606916
250,barra da estiva,-13.6261,-41.3269,19.79,46,21,2.01,BR,1681606950
251,bangui,4.3612,18.555,23.1,94,20,0.0,CF,1681607027
252,bathurst,-33.4166,149.5806,16.65,77,81,2.24,AU,1681607046
253,zhigansk,66.7697,123.3711,-6.12,83,100,2.09,RU,1681607046
254,high level,58.5169,-117.136,12.06,35,75,4.12,CA,1681607047
255,lima,-12.0432,-77.0282,26.61,74,75,5.14,PE,1681606691
256,santiago del estero,-27.7951,-64.2615,14.11,88,100,1.91,AR,1681606923
257,clyde river,70.4692,-68.5914,-13.87,85,100,10.8,CA,1681607048
258,traverse city,44.7631,-85.6206,19.91,72,75,0.0,US,1681607049
259,straumen,63.8709,11.2999,6.0,96,100,1.07,NO,1681607050
260,podgornoye,51.735,39.1496,1.12,60,0,2.0,RU,1681606876
261,karratha,-20.7377,116.8463,22.85,28,14,9.92,AU,1681607052
262,nouadhibou,20.931,-17.0347,18.99,88,20,5.66,MR,1681607052
263,siyabuswa,-25.1132,29.0445,12.68,88,11,1.45,ZA,1681607053
264,carlagan,14.975,122.0456,28.08,77,11,2.3,PH,1681607054
265,manta,-0.95,-80.7333,26.88,83,75,1.54,EC,1681607055
266,touros,-5.1989,-35.4608,25.13,91,100,3.78,BR,1681607056
267,riberalta,-10.9833,-66.1,23.48,98,100,0.17,BO,1681607057
268,emerald,-23.5333,148.1667,27.97,57,84,3.35,AU,1681607058
269,bonnyville,54.2668,-110.735,11.89,57,8,2.5,CA,1681606942
270,raudeberg,61.9875,5.1352,3.37,13,6,1.62,NO,1681607059
271,mount isa,-20.7333,139.5,17.87,68,100,10.29,AU,1681607061
272,telimele,10.9167,-13.3333,23.77,80,8,0.96,GN,1681607061
273,guerrero negro,27.9769,-114.0611,15.83,69,0,7.25,MX,1681607062
274,yellowknife,62.456,-114.3525,4.29,56,75,5.14,CA,1681606884
275,hervey bay,-25.2986,152.8535,24.86,66,100,3.98,AU,1681606918
276,jasper,37.2001,-94.3502,9.37,73,100,8.75,US,1681607064
277,maldonado,-34.6667,-54.9167,14.52,88,100,1.58,UY,1681607064
278,paita,-5.0892,-81.1144,26.64,77,100,2.57,PE,1681607065
279,san policarpo,12.1791,125.5072,27.73,84,81,3.71,PH,1681607066
280,arman,59.7,150.1667,0.01,73,100,2.25,RU,1681607066
281,aguimes,27.9054,-15.4461,17.35,72,20,9.26,ES,1681607067
282,fukue,32.6881,128.8419,17.2,72,20,3.6,JP,1681607068
283,port blair,11.6667,92.75,28.25,69,100,2.22,IN,1681607068
284,ribeira grande,38.5167,-28.7,17.65,94,13,7.6,PT,1681607069
285,gua musang,4.8823,101.9644,26.22,83,100,0.41,MY,1681607071
286,kruisfontein,-34.0033,24.7314,10.53,73,27,1.55,ZA,1681607071
287,maputo,-25.9653,32.5892,18.46,80,20,2.68,MZ,1681607072
288,kahului,20.8947,-156.47,27.01,69,40,8.75,US,1681607073
289,jinchang,38.4953,102.1739,18.91,13,79,1.89,CN,1681607074
290,virginia beach,36.8529,-75.978,23.34,65,40,2.06,US,1681607048
291,hamilton,39.1834,-84.5333,22.47,61,0,3.6,US,1681606720
292,salinas,36.6777,-121.6555,19.45,69,0,4.63,US,1681606805
293,batagay-alyta,67.8006,130.4114,-8.17,67,88,1.11,RU,1681607076
294,nioki,-2.7167,17.6833,23.46,86,100,1.54,CD,1681607077
295,eirunepe,-6.6603,-69.8736,23.26,97,100,0.76,BR,1681607079
296,nanga eboko,4.6833,12.3667,21.13,97,96,0.84,CM,1681607079
297,torbay,47.6666,-52.7314,2.99,82,20,5.14,CA,1681607080
298,sola,-13.8833,167.55,28.37,84,100,4.12,VU,1681607080
299,rehoboth,-23.3167,17.0833,17.54,54,16,2.31,NA,1681607081
300,praia,14.9215,-23.5087,26.3,41,0,8.23,CV,1681607081
301,leningradskiy,69.3833,178.4167,-9.8,79,4,4.49,RU,1681607082
302,raga,8.4596,25.678,24.16,67,100,1.61,SS,1681607083
303,tete,-16.1564,33.5867,20.7,85,73,2.66,MZ,1681606909
304,luderitz,-26.6481,15.1594,25.0,29,0,6.44,NA,1681607084
305,bandiagara,14.3501,-3.6104,28.53,9,0,4.82,ML,1681607084
306,thiruvananthapuram,8.4833,76.9167,28.99,79,40,1.54,IN,1681606810
307,nome,64.5011,-165.4064,-6.58,79,0,1.54,US,1681607085
308,iwaki,37.05,140.8833,17.34,68,84,8.6,JP,1681607085
309,saint-joseph,-21.3667,55.6167,23.59,87,27,1.93,RE,1681607086
310,byron bay,-28.65,153.6167,27.62,56,29,5.75,AU,1681607086
311,pitimbu,-7.4706,-34.8086,26.33,80,100,4.19,BR,1681607086
312,mahibadhoo,3.7833,72.9667,28.02,71,93,1.75,MV,1681607087
313,acapulco,16.8634,-99.8901,25.68,74,100,2.3,MX,1681606804
314,ahome,25.9167,-109.1833,23.97,47,0,5.07,MX,1681607088
315,krasnyy chikoy,50.3643,108.7512,-2.77,88,100,3.12,RU,1681607088
316,hasaki,35.7333,140.8333,17.34,79,100,1.48,JP,1681607088
317,carnarvon,-24.8667,113.6333,21.03,33,6,7.08,AU,1681607089
318,oyama,36.3,139.8,16.99,69,100,0.74,JP,1681607089
319,hay river,60.8156,-115.7999,10.99,35,20,5.14,CA,1681607090
320,darhan,49.4867,105.9228,-5.1,90,100,7.31,MN,1681607090
321,sistranda,63.7256,8.834,5.98,89,100,3.8,NO,1681607090
322,shieli,44.1667,66.75,15.9,39,91,8.8,KZ,1681607091
323,zaidpur,26.8333,81.3333,25.04,16,5,1.47,IN,1681607091
324,micheweni,-4.9667,39.8333,26.16,81,97,2.28,TZ,1681607092
325,hauterive,46.0901,3.4459,9.42,98,99,2.68,FR,1681607092
326,cravo norte,6.3017,-70.2041,32.36,37,100,2.47,CO,1681607092
327,bushehr,28.9684,50.8385,23.05,53,0,8.75,IR,1681607093
328,plastun,44.7561,136.2939,4.72,40,100,7.33,RU,1681607094
329,gat,31.61,34.7642,21.33,100,0,0.76,IL,1681607043
330,kungalv,57.871,11.9805,8.95,77,88,2.66,SE,1681607095
331,minot,48.2325,-101.2963,8.12,75,0,7.72,US,1681606920
332,port hardy,50.6996,-127.4199,7.1,87,100,3.6,CA,1681607097
333,manggar,-2.8833,108.2667,27.89,78,100,2.08,ID,1681607097
334,krasnoselkup,65.7,82.4667,-28.26,98,29,3.2,RU,1681607097
335,minokamo,35.482,137.0217,19.07,48,75,5.14,JP,1681607098
336,shimoda,34.6667,138.95,20.61,70,100,12.39,JP,1681607098
337,jangaon,17.7167,79.1833,28.28,35,4,2.15,IN,1681607099
338,kizukuri,40.8061,140.3861,14.23,89,100,4.28,JP,1681607100
339,kalabo,-14.97,22.6814,17.7,72,0,2.1,ZM,1681607100
340,neiafu,-18.65,-173.9833,29.38,65,20,4.63,TO,1681606902
341,namatanai,-3.6667,152.4333,27.56,76,100,2.24,PG,1681607101
342,ulaanbaatar,47.9077,106.8832,6.07,28,40,2.0,MN,1681607102
343,rovaniemi,66.5,25.7167,-1.33,37,0,2.57,FI,1681607104
344,mehamn,71.0357,27.8492,-2.03,64,8,4.12,NO,1681607106
345,daru,-9.0763,143.2092,27.63,80,15,2.3,PG,1681607107
346,manzhouli,49.6,117.4333,5.62,42,100,7.35,CN,1681607109
347,chuy,-33.6971,-53.4616,13.41,78,100,1.94,UY,1681607109
348,brigantine,39.4101,-74.3646,16.13,95,40,1.34,US,1681607110
349,siimusti,58.7277,26.3437,2.75,77,100,2.27,EE,1681607111
350,bukoba,-1.3317,31.8122,20.99,94,75,5.14,TZ,1681607112
351,majene,-3.5403,118.9707,28.02,78,97,1.01,ID,1681607113
352,honiara,-9.4333,159.95,29.5,67,83,3.19,SB,1681607114
353,cruzeiro do sul,-29.5128,-51.9853,20.29,89,57,0.37,BR,1681607115
354,imbituba,-28.24,-48.6703,23.25,83,100,3.55,BR,1681606986
355,bubaque,11.2833,-15.8333,25.85,86,2,6.58,GW,1681607117
356,saint george,37.1041,-113.5841,23.86,12,0,1.34,US,1681607118
357,bathsheba,13.2167,-59.5167,26.34,69,40,8.23,BB,1681607118
358,saint anthony,45.0205,-93.218,5.53,89,100,5.66,US,1681606828
359,pangnirtung,66.1451,-65.7125,-14.05,96,52,1.99,CA,1681607119
360,ucluelet,48.9329,-125.5528,8.38,92,100,1.79,CA,1681607120
361,kelso,46.1468,-122.9084,14.14,68,100,3.09,US,1681607121
362,lang suan,9.9456,99.0785,27.92,71,100,2.1,TH,1681607122
363,ixtapa,20.7,-105.2,25.57,73,0,4.63,MX,1681607122
364,xining,36.6167,101.7667,12.02,19,3,0.75,CN,1681607123
365,almaznyy,48.0448,40.045,1.67,74,100,4.44,RU,1681607125
366,kosh-agach,50.0,88.6667,0.12,78,100,2.46,RU,1681607126
367,kununurra,-15.7667,128.7333,26.99,61,100,6.69,AU,1681607127
368,vostok,46.4856,135.8833,3.14,39,100,4.1,RU,1681607128
369,linxia,35.6003,103.2064,15.02,22,0,0.65,CN,1681607128
370,uitenhage,-33.7576,25.3971,13.13,79,72,1.55,ZA,1681607129
371,husavik,66.0449,-17.3389,2.01,84,100,3.14,IS,1681607130
372,nisia floresta,-6.0911,-35.2086,25.45,93,75,2.84,BR,1681607131
373,alanya,36.5438,31.9998,13.07,67,73,1.16,TR,1681607133
374,timra,62.487,17.3257,-2.18,74,99,4.12,SE,1681607134
375,crixas,-14.5489,-49.9692,25.15,69,100,1.21,BR,1681607135
376,krasnoborsk,61.5598,45.934,-0.02,77,100,1.77,RU,1681607135
377,beja,36.7256,9.1817,15.36,92,98,5.44,TN,1681607136
378,cherskiy,68.75,161.3,-6.68,74,11,1.3,RU,1681607137
379,ambanja,-13.6833,48.45,22.61,92,13,1.5,MG,1681607137
380,varkkallai,8.7341,76.7067,28.88,91,100,2.25,IN,1681607138
381,rawson,-43.3002,-65.1023,11.22,58,22,4.49,AR,1681607139
382,mecca,21.4267,39.8261,26.24,69,10,0.81,SA,1681607019
383,asau,46.4333,26.4,6.51,71,100,0.74,RO,1681607140
384,umm lajj,25.0213,37.2685,23.78,63,0,3.13,SA,1681606913
385,denpasar,-8.65,115.2167,27.81,78,20,3.6,ID,1681607005
386,northam,51.0333,-4.2167,9.23,81,100,2.75,GB,1681607142
387,along,28.1667,94.7667,23.51,64,100,0.72,IN,1681607142
388,cumpas,29.9833,-109.7833,26.37,16,0,4.26,MX,1681607143
389,ghiror,27.1833,78.8,28.8,18,4,1.28,IN,1681607143
390,ushibuka,32.1906,130.0228,17.08,71,44,6.16,JP,1681607144
391,lompoc,34.6391,-120.4579,17.1,78,100,7.15,US,1681607065
392,zhangjiakou,40.81,114.8794,8.7,15,10,1.36,CN,1681607145
393,tazovskiy,67.4667,78.7,-24.6,90,50,6.9,RU,1681607145
394,tual,-5.6667,132.75,28.41,73,100,1.73,ID,1681607146
395,moron,-34.6534,-58.6198,17.86,61,97,2.12,AR,1681607146
396,east london,-33.0153,27.9116,15.44,67,58,2.3,ZA,1681607147
397,shache,38.4167,77.2406,18.17,20,92,2.81,CN,1681607147
398,sakakah,29.9697,40.2064,15.76,54,0,3.68,SA,1681607147
399,pekan,3.4836,103.3996,26.06,79,73,0.61,MY,1681607148
400,yulara,-25.2406,130.9889,15.96,41,0,6.63,AU,1681607148
401,trat,12.5,102.5,26.62,80,100,1.92,TH,1681607149
402,sao joao da barra,-21.6403,-41.0511,23.05,92,7,8.58,BR,1681607087
403,asfi,32.2994,-9.2372,16.35,63,0,5.84,MA,1681607150
404,upernavik,72.7868,-56.1549,-16.09,100,99,3.36,GL,1681607150
405,wana,32.2989,69.5725,20.12,35,100,1.0,PK,1681607151
406,klyuchi,52.2667,79.1667,-6.58,84,100,2.58,RU,1681607151
407,tortoli,39.9256,9.6572,11.13,75,14,4.66,IT,1681607152
408,mayo,38.8876,-76.5119,21.23,90,40,1.54,US,1681607152
